,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
851,Jr. front-end developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for Junior front-end developer, with at least 6 month of experience with Web development technologies Required skills Programmer from birth Deep understanding in client side languages and frameworks as Html, css, bootstrap, javasctipt, angular.js etc. Experience in one the following languages: PHP, C #, Ruby, Python – Advantage.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
852,Frontend developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for a junior Front-end developer with as 1 year of experience of Web development technologies. Required skills Deep understanding in Javascript language (ECMAscript 6). Experience in HTML, CSS, supporting browsers and platforms and Responsive programming for tablet and mobile web apps. Experience in one the following languages: PHP, C #, Ruby, Python – Advantage.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
853,Junior Backend Developer לחברת הייטק גלובאלית רווחית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: משרה מעולה למפתח/ת Junior - כניסה לחברה מעולה! חברת הייטק גלובאלית רווחית המפתחת מוצר דיגיטליזציה לעולם ה Retail מבוסס IoT ו Computer vision מגייסת. עוסקים בפיתוח מערכת מצלמות ורובוט חכם המאפשרים לעקוב אחרי המצב במדפים והמלאי בחנויות והצגת מידע רב ותובנות בהתאם. התפקיד הינו כחלק מצוות וכולל פיתוח Backend בPython. מונים 250 עובדים וממוקמים באזור נגיש ליד קו רכבת, תל אביב. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
854,Junior Algorithm Developer בחברת סטארט-אפ צעירה בתל אביב,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: הזדמנות להכנס לתחום הDeep Learning ללא נסיון קודם! חברת סטארט-אפ בתחילת דרכה מגייסת מפתח/ת אלגוריתמים. החברה מונה כיום 20 עובדים ובצמיחה, 50% מהעובדים הינם חוקרים מובילים! מפתחים טכנולוגיה שמאפשרת לפתוח חדרי ישיבות וירטואלים ולקיים פגישות. עובדים עם הטכנולוגיות הכי מתקדמות בתחום הבינה המלאכותית והתלת מימד. שלחו קורות חיים ונהיה בקשר! דרישות המשרה: נסיון של שנה בפיתוח אלגוריתמים בתחום של Computer Vision",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
855,React Frontend Developer לחברה בתחום הE-commerce בראשון לציון (קו רכבת),Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: נשמח להרחיב את צוות פיתוח Frontend שלנו ולצרף מפתח/ת נוסף/ת לפיתוח בReact. אנחנו עוסקים בתחום הE-commerce ומפתחים פלטפורמה להזמנה ושילוב מהיר On-line מסופרים וחנויות מקומיות. קיימים שנתיים ומונים 40 עובדים. דרישות המשרה: נסיון של 3 שנים בפיתוח נסיון של שנתיים בפיתוח בRedux או React",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
856,"הזדמנות ללא ניסיון! Front-End Web Developer לחברה עוסקת בניהול קמפיינים, פיתוח אתרים וכתיבת תוכן עבור לקוחות",Gotfriends,Tel Aviv-Yafo,4.8 ,"תיאור המשרה: לחברת אבטחת מידע מבוססת בהרצליה דרוש תכניתן #C. הזדמנות להצטרף לצוות ה- CYBER של החברה ולפתח ב- #C בסביבת WIN מוצרים חדשים מאפס. הזדמנות מתגמלת עם תנאים מפנקים ואפשרויות קידום באווירת WORK LIFE BALANCE. דרישות המשרה: בוגרי אוניברסיטאות- ממוצע 85 או בוגרי יחידה טכנולוגית 8200, 81, 9900 או עתודאים - יתרון משמעותי קדנציות מגוונות- בשפות או תפקידים 0-3 שנות ניסיון בפיתוח #C",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
857,Front End React Developer,Ideo digital,Tel Aviv-Yafo,3.8 ,"roven work experience as a Front-end developer using React.JS & Redux Hands on experience with markup languages (HTML) Experience with JavaScript, CSS and jQuery Familiarity with browser testing and debugging In-depth understanding of the entire web development process (design, development and deployment) Understanding of layout aesthetics An ability to perform well in a fast-paced environment Excellent analytical and multitasking skills Team player - Strong interpersonal communication skills Experience with working with a TFS environment is an advantage. Experience with Agile (Scrum) is an advantage. Experience with Server side .NET technologies is an advantage (MVC 5/6, MS-SQL, Etc.)",-1,0,2.0,2.0,1.0,1.0,3.0,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
858,Junior Developer בחברת סטארטפ ממומנת היטב בתחום ה-Cyber Security,Gotfriends,Tel Aviv-Yafo,4.8 ,NA,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
859,Junior Web Developer לחברת סטארט-אפ קטנה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: הוקמו ב-2021 וגייסו 13M דולר. מפתחים מערכת שמגינה על משקיעים במטבעות וירטואליים מפני פריצות. המערכת מבצעת ניתוח סיכונים אוטומטי, עוקבת אחר שינויים בשוק בזמן אמת ומצילה כספים שעומדים להיגנב על ידי אקרים. מונים 25 עובדים, יושבים באזור השרון, עובדים במודל היברידי של יומיים מהבית. מהות התפקיד: תפקיד כחלק מצוות, כפוף לראש צוות, פיתוח ב-Python וב-Typescript בחלוקה דינמית לפי הצורך. עובדים עם AWS, MongoDB, Kubernetes. דרישות המשרה: תואר ראשון טכנולוגי",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
860,הזדמנות להסבה ל-Python ללא ניסיון! Backend Developer לחברת Insure Tech המפתחת פלטפורמה המציעה שירותי ביטוח מפגיעות Cyber,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה מפתחת פלטפורמה המציעה שירותי ביטוח לחברות בכל הקשור לפגיעות כתוצאה ממתקפות סייבר – בעצם חברת ביטוח לסיכוני סייבר, בין אם מדובר במתקפות ממוקדות, מתקפות כופר, הפלת שרתים ודברים טובים אחרים. כמו כן, החברה מספקת פתרון גם עבור סוכני ביטוח: פלטפורמה אשר משלבת את המוצר הביטוחי שלה ביחד עם תובנות סיכון שמאפשרות לסוכן לשקף את המידע ללקוחות שלו, בכך- הליך מכירת הפוליסה הופך למהיר וקל יותר. החברה הוקמה ע""י יוצאי תלפיות ובוגרי הרווארד. מונים כיום 50 איש בארץ ו160 בעולם . גייסו סה""כ כ 90 מיליון דולר. מבחינת מודל היברידי- 2-3 ימים מהבית, כרגע מאוד גמישים, יושבים בתל אביב לי קו רכבת . ה-Stack הטכנולוגי כולל: Redis, MySQL, Postgres, Elastic, Python Django, React, Redux, Kafka, Kinesis, SQS/ SNS , Rest API",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
861,Front-end JavaScript Developer (React),Devalore,Petah Tikva,3.9 ,"We are looking for a great JavaScript developer who is proficient with React.js. Your primary focus will be on developing user interface components and implementing those following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product are important. Responsibilities Developing new user-facing features using React.js Building reusable components and front-end libraries for future use",-1,0,4.0,3.2,3.5,3.8,3.9,51 to 200 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable
862,HTML | JavaScript,,Tel Aviv-Yafo,-1,NA,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
863,Junior Web Developer לסטארט-אפ בתחום הFintech,Gotfriends,Tel Aviv-Yafo,4.8 ,"q-nomy inc., a leading software vendor providing solutions that optimize true omnichannel digital and physical business processes and customer journey is looking for a full-stack developer to join its r&d team which is currently working on new and exciting additions to our product line. required skills: solid c#/ .net programming skills, 3-5 years of experience working experience with .net core or .net framework proven experience with frontend technologies (react, angular, javascript, html, css, etc.) good understanding and experience in developing rest apis substantial experience working with ms sql server, including querying, table design, indexing, and optimization experience using entity framework or another orm framework writing effective unit tests independent and creative problem-solving attitude send cv in link below or to mail: |** לפנייה למשרה יש להגיש מועמדות **| https://jobyjobs.com/job/17355 #fullstackdeveloper #fullstack #dotnet #csharp #angular",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
864,Junior Fullstack Developer לחברת סטארט-אפ בתחום הרפואי,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים מפתח/ת Fullstack שתצטרף/יצטרף לעשייה שלנו! אנחנו עוסקים בחקר הסרטן, מבצעים מחקרים על החולים הקשים ביותר, ברמות הקשות ביותר. לוקחים את התיאוריה על תרופות והופכים אותה לפרקטיקה למוצרים שמאפשרים טיפול לחולים קריטיים. נמצאים בפיילוט בבית חולים גדול בארץ. לחברה אישור FDA. התפקיד כולל הצטרפות לצוות של 10 מפתחים. נשמח להרחיב בפרטים, שלח/י קורות חיים! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
865,Junior Developer,Genoox,Tel Aviv-Yafo,5.0 ,"Job ID 1124 Position Location: Tel Aviv, Israel An automation developer at Genoox handles a wide variety of tasks, from devops, to tool building, test automation, support operations and more. You’ll work with developers, support personnel and project managers to promote their goals, while nurturing automation frameworks and tools. You will be responsible for: Maintain, build and operate automation frameworks and internal tools to fulfill company-wide automation needs Working closely with the support, devops and development teams to meet ongoing demands and operations requirements",-1,0,4.1,3.5,5.0,4.0,5.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
